age,gender,height_cm,weight_kg,bmi,bmi_category,fitness_goal,workout_experience,activity_level,equipment_available,equipment_count,has_gym_access,workout_days_per_week,diet_preference,target_split
17,female,174.6,72.8,23.9,normal,muscle_gain,beginner,sedentary,full_gym,1,True,6,non_vegetarian,push_pull_legs
28,male,170.5,79.4,27.3,overweight,muscle_gain,intermediate,lightly_active,full_gym,1,True,4,non_vegetarian,upper_lower
26,female,159.4,65.4,25.7,overweight,maintenance,beginner,very_active,none,1,False,7,non_vegetarian,home_bodyweight
26,male,177.2,83.2,26.5,overweight,weight_loss,beginner,moderately_active,"dumbbells,pull_up_bar",2,False,4,vegan,home_bodyweight
35,male,179.5,68.9,21.4,normal,general_fitness,advanced,very_active,none,1,False,7,vegetarian,home_bodyweight
38,female,161.4,68.8,26.4,overweight,weight_loss,advanced,sedentary,"dumbbells,pull_up_bar",2,False,4,vegetarian,upper_lower
36,female,164.9,65.7,24.2,normal,muscle_gain,advanced,very_active,none,1,False,6,non_vegetarian,home_bodyweight
29,other,177.8,79.6,25.2,overweight,weight_loss,beginner,sedentary,"dumbbells,resistance_bands",2,False,5,vegan,full_body
16,female,163.3,57.2,21.4,normal,general_fitness,beginner,lightly_active,full_gym,1,True,6,non_vegetarian,push_pull_legs
17,female,153.8,68.1,28.8,overweight,muscle_gain,beginner,moderately_active,full_gym,1,True,3,non_vegetarian,push_pull_legs
33,male,178.9,76.8,24.0,normal,weight_loss,intermediate,moderately_active,full_gym,1,True,4,non_vegetarian,upper_lower
16,female,168.1,75.1,26.6,overweight,muscle_gain,advanced,lightly_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
31,male,167.3,69.6,24.9,normal,muscle_gain,beginner,moderately_active,"dumbbells,barbell",2,False,3,non_vegetarian,push_pull_legs
41,male,163.1,63.7,23.9,normal,weight_loss,beginner,moderately_active,none,1,False,6,vegetarian,home_bodyweight
33,male,168.4,76.5,27.0,overweight,muscle_gain,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
16,male,180.9,80.6,24.6,normal,general_fitness,advanced,moderately_active,"dumbbells,barbell",2,False,7,non_vegetarian,home_bodyweight
21,male,176.1,63.9,20.6,normal,weight_loss,intermediate,very_active,none,1,False,4,non_vegetarian,home_bodyweight
16,female,160.7,77.8,30.1,obese,general_fitness,intermediate,moderately_active,full_gym,1,True,5,non_vegetarian,push_pull_legs
37,female,157.0,55.7,22.6,normal,muscle_gain,beginner,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
30,female,157.2,57.5,23.3,normal,muscle_gain,beginner,lightly_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,upper_lower
25,female,165.7,70.8,25.8,overweight,general_fitness,intermediate,sedentary,none,1,False,3,non_vegetarian,home_bodyweight
24,male,172.3,88.7,29.9,overweight,muscle_gain,advanced,sedentary,full_gym,1,True,3,vegetarian,push_pull_legs
31,female,159.7,42.3,16.6,underweight,muscle_gain,beginner,lightly_active,dumbbells,1,False,5,vegetarian,push_pull_legs
34,female,162.7,72.3,27.3,overweight,muscle_gain,beginner,lightly_active,full_gym,1,True,3,vegan,push_pull_legs
36,female,164.6,48.3,17.8,underweight,muscle_gain,beginner,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
34,female,164.7,62.8,23.2,normal,muscle_gain,intermediate,sedentary,full_gym,1,True,5,non_vegetarian,push_pull_legs
23,female,161.8,59.6,22.8,normal,weight_loss,intermediate,sedentary,dumbbells,1,False,5,non_vegetarian,push_pull_legs
30,female,170.9,46.6,16.0,underweight,muscle_gain,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
25,male,176.7,68.5,21.9,normal,weight_loss,intermediate,very_active,dumbbells,1,False,3,non_vegetarian,full_body
18,female,162.5,59.5,22.5,normal,muscle_gain,beginner,sedentary,resistance_bands,1,False,6,vegetarian,home_bodyweight
18,male,189.6,110.3,30.7,obese,weight_loss,intermediate,sedentary,dumbbells,1,False,3,vegetarian,full_body
27,female,168.8,87.1,30.6,obese,weight_loss,intermediate,moderately_active,none,1,False,1,vegetarian,home_bodyweight
22,female,154.6,58.9,24.6,normal,muscle_gain,intermediate,moderately_active,dumbbells,1,False,4,non_vegetarian,upper_lower
32,male,176.0,76.5,24.7,normal,maintenance,intermediate,lightly_active,"dumbbells,barbell",2,False,4,vegan,upper_lower
27,female,160.9,68.4,26.4,overweight,general_fitness,beginner,sedentary,pull_up_bar,1,False,6,non_vegetarian,home_bodyweight
48,other,179.5,66.6,20.7,normal,muscle_gain,beginner,very_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
42,male,176.2,98.2,31.6,obese,general_fitness,intermediate,lightly_active,full_gym,1,True,6,non_vegetarian,push_pull_legs
21,female,168.9,61.3,21.5,normal,muscle_gain,beginner,very_active,dumbbells,1,False,4,non_vegetarian,upper_lower
27,female,140.0,41.8,21.3,normal,maintenance,beginner,sedentary,full_gym,1,True,3,non_vegetarian,full_body
34,female,152.4,78.1,33.6,obese,muscle_gain,beginner,very_active,none,1,False,3,vegan,home_bodyweight
24,female,162.8,64.4,24.3,normal,weight_loss,intermediate,moderately_active,none,1,False,2,non_vegetarian,home_bodyweight
25,male,179.9,111.2,34.4,obese,weight_loss,beginner,lightly_active,pull_up_bar,1,False,5,vegetarian,home_bodyweight
33,female,162.2,77.1,29.3,overweight,weight_loss,beginner,extra_active,dumbbells,1,False,3,vegetarian,full_body
34,male,193.8,98.0,26.1,overweight,weight_loss,beginner,lightly_active,none,1,False,4,vegetarian,home_bodyweight
29,female,172.7,76.3,25.6,overweight,maintenance,beginner,moderately_active,none,1,False,5,vegetarian,home_bodyweight
23,male,160.5,67.3,26.1,overweight,maintenance,beginner,sedentary,full_gym,1,True,7,vegan,home_bodyweight
21,female,159.4,92.1,36.2,obese,muscle_gain,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
16,female,167.9,66.6,23.6,normal,general_fitness,intermediate,sedentary,dumbbells,1,False,4,non_vegetarian,upper_lower
16,male,179.0,90.5,28.2,overweight,weight_loss,beginner,lightly_active,dumbbells,1,False,3,vegan,full_body
27,female,148.1,51.1,23.3,normal,muscle_gain,beginner,moderately_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
22,male,187.6,88.9,25.3,overweight,weight_loss,beginner,very_active,dumbbells,1,False,3,vegan,full_body
16,female,165.1,43.5,16.0,underweight,muscle_gain,beginner,lightly_active,dumbbells,1,False,3,vegetarian,push_pull_legs
28,female,155.7,58.0,23.9,normal,muscle_gain,intermediate,lightly_active,dumbbells,1,False,2,non_vegetarian,full_body
25,female,166.3,71.6,25.9,overweight,general_fitness,intermediate,lightly_active,dumbbells,1,False,3,non_vegetarian,push_pull_legs
17,female,165.0,94.1,34.6,obese,weight_loss,beginner,moderately_active,full_gym,1,True,3,non_vegetarian,full_body
31,male,174.7,76.9,25.2,overweight,general_fitness,intermediate,sedentary,"dumbbells,pull_up_bar",2,False,2,non_vegetarian,full_body
40,female,171.5,68.6,23.3,normal,muscle_gain,beginner,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
33,female,165.1,74.7,27.4,overweight,weight_loss,intermediate,extra_active,"dumbbells,resistance_bands",2,False,6,non_vegetarian,push_pull_legs
46,male,179.3,80.7,25.1,overweight,muscle_gain,beginner,moderately_active,dumbbells,1,False,3,vegetarian,push_pull_legs
29,male,164.5,64.2,23.7,normal,muscle_gain,beginner,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
16,male,158.4,70.8,28.2,overweight,weight_loss,beginner,lightly_active,dumbbells,1,False,3,non_vegetarian,full_body
27,male,179.1,67.4,21.0,normal,weight_loss,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
27,female,165.9,81.1,29.5,overweight,maintenance,beginner,sedentary,resistance_bands,1,False,3,vegetarian,home_bodyweight
17,female,159.4,53.0,20.9,normal,maintenance,beginner,extra_active,resistance_bands,1,False,3,vegan,home_bodyweight
20,male,176.9,79.3,25.3,overweight,general_fitness,intermediate,lightly_active,full_gym,1,True,1,vegetarian,full_body
32,male,160.7,79.7,30.9,obese,weight_loss,advanced,lightly_active,dumbbells,1,False,4,non_vegetarian,upper_lower
23,female,159.4,52.1,20.5,normal,maintenance,intermediate,lightly_active,"dumbbells,pull_up_bar",2,False,3,vegetarian,push_pull_legs
34,female,171.1,99.3,33.9,obese,maintenance,intermediate,sedentary,none,1,False,4,non_vegetarian,home_bodyweight
28,female,166.5,76.5,27.6,overweight,weight_loss,beginner,moderately_active,"dumbbells,barbell",2,False,2,vegetarian,full_body
38,male,177.7,77.9,24.7,normal,general_fitness,beginner,lightly_active,"dumbbells,pull_up_bar",2,False,6,non_vegetarian,push_pull_legs
17,female,164.5,78.9,29.2,overweight,weight_loss,beginner,sedentary,pull_up_bar,1,False,7,non_vegetarian,home_bodyweight
20,male,174.5,70.7,23.2,normal,general_fitness,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,upper_lower
32,male,171.4,86.9,29.6,overweight,weight_loss,beginner,very_active,dumbbells,1,False,7,vegan,home_bodyweight
16,male,178.6,87.6,27.5,overweight,muscle_gain,beginner,moderately_active,"dumbbells,barbell",2,False,7,non_vegetarian,home_bodyweight
29,female,163.9,72.7,27.1,overweight,muscle_gain,beginner,moderately_active,"dumbbells,resistance_bands",2,False,2,non_vegetarian,full_body
49,female,161.7,67.0,25.6,overweight,muscle_gain,intermediate,sedentary,full_gym,1,True,4,vegetarian,upper_lower
30,male,172.2,67.9,22.9,normal,muscle_gain,advanced,lightly_active,none,1,False,3,vegan,home_bodyweight
29,female,159.3,54.4,21.4,normal,muscle_gain,intermediate,sedentary,full_gym,1,True,3,non_vegetarian,push_pull_legs
16,male,173.5,85.1,28.3,overweight,maintenance,beginner,moderately_active,dumbbells,1,False,4,non_vegetarian,upper_lower
44,female,158.7,62.3,24.7,normal,weight_loss,beginner,moderately_active,none,1,False,3,vegetarian,home_bodyweight
35,female,159.8,66.2,25.9,overweight,general_fitness,intermediate,sedentary,"dumbbells,barbell",2,False,2,vegetarian,full_body
36,male,158.6,53.5,21.3,normal,general_fitness,intermediate,very_active,dumbbells,1,False,4,non_vegetarian,upper_lower
16,male,182.9,92.2,27.6,overweight,weight_loss,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,full_body
16,male,181.2,79.7,24.3,normal,maintenance,beginner,extra_active,pull_up_bar,1,False,5,non_vegetarian,home_bodyweight
28,other,157.4,55.6,22.4,normal,weight_loss,beginner,sedentary,"dumbbells,resistance_bands",2,False,5,non_vegetarian,full_body
21,male,177.6,55.3,17.5,underweight,muscle_gain,beginner,very_active,resistance_bands,1,False,5,non_vegetarian,home_bodyweight
16,female,170.3,59.1,20.4,normal,general_fitness,beginner,moderately_active,none,1,False,2,vegan,home_bodyweight
18,female,168.4,45.0,15.9,underweight,weight_loss,beginner,lightly_active,none,1,False,5,vegan,home_bodyweight
22,male,166.4,59.9,21.6,normal,maintenance,intermediate,moderately_active,dumbbells,1,False,3,vegetarian,push_pull_legs
22,female,169.2,80.0,27.9,overweight,general_fitness,intermediate,extra_active,pull_up_bar,1,False,4,non_vegetarian,home_bodyweight
19,female,164.1,70.2,26.1,overweight,maintenance,intermediate,moderately_active,full_gym,1,True,6,vegan,push_pull_legs
16,female,159.5,38.6,15.2,underweight,weight_loss,beginner,very_active,dumbbells,1,False,4,non_vegetarian,home_bodyweight
38,male,171.0,80.3,27.5,overweight,weight_loss,intermediate,sedentary,full_gym,1,True,6,non_vegetarian,push_pull_legs
37,male,180.8,77.8,23.8,normal,muscle_gain,beginner,moderately_active,full_gym,1,True,5,non_vegetarian,push_pull_legs
25,female,170.8,80.1,27.5,overweight,weight_loss,beginner,moderately_active,"dumbbells,pull_up_bar",2,False,6,non_vegetarian,home_bodyweight
29,male,178.2,59.8,18.8,normal,muscle_gain,intermediate,moderately_active,none,1,False,3,vegetarian,home_bodyweight
35,male,179.2,74.3,23.1,normal,general_fitness,beginner,lightly_active,none,1,False,4,vegetarian,home_bodyweight
46,male,175.3,94.3,30.7,obese,weight_loss,beginner,moderately_active,dumbbells,1,False,4,vegan,home_bodyweight
30,male,187.5,98.8,28.1,overweight,general_fitness,beginner,lightly_active,dumbbells,1,False,2,non_vegetarian,full_body
33,female,166.9,76.6,27.5,overweight,weight_loss,intermediate,lightly_active,none,1,False,6,non_vegetarian,home_bodyweight
36,female,166.5,81.5,29.4,overweight,muscle_gain,beginner,lightly_active,resistance_bands,1,False,2,non_vegetarian,home_bodyweight
25,male,173.9,84.1,27.8,overweight,general_fitness,beginner,sedentary,none,1,False,2,vegan,home_bodyweight
31,male,175.6,80.1,26.0,overweight,muscle_gain,beginner,lightly_active,none,1,False,2,vegetarian,home_bodyweight
33,male,165.0,45.6,16.7,underweight,weight_loss,beginner,extra_active,full_gym,1,True,6,vegetarian,home_bodyweight
16,female,169.1,71.9,25.1,overweight,weight_loss,beginner,sedentary,"dumbbells,pull_up_bar",2,False,4,non_vegetarian,home_bodyweight
40,other,182.0,85.2,25.7,overweight,general_fitness,beginner,moderately_active,none,1,False,4,vegetarian,home_bodyweight
31,female,159.9,65.2,25.5,overweight,weight_loss,beginner,lightly_active,dumbbells,1,False,5,non_vegetarian,full_body
28,male,171.3,77.2,26.3,overweight,general_fitness,beginner,lightly_active,resistance_bands,1,False,2,vegan,home_bodyweight
16,female,165.7,72.9,26.6,overweight,muscle_gain,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,4,vegetarian,upper_lower
30,male,165.6,75.3,27.5,overweight,muscle_gain,intermediate,extra_active,full_gym,1,True,5,non_vegetarian,push_pull_legs
21,female,159.4,65.6,25.8,overweight,weight_loss,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,6,vegetarian,push_pull_legs
35,male,181.1,87.3,26.6,overweight,weight_loss,beginner,very_active,dumbbells,1,False,6,non_vegetarian,home_bodyweight
32,female,168.9,84.0,29.4,overweight,muscle_gain,intermediate,sedentary,pull_up_bar,1,False,3,non_vegetarian,home_bodyweight
44,female,162.4,66.8,25.3,overweight,general_fitness,beginner,moderately_active,dumbbells,1,False,4,non_vegetarian,home_bodyweight
18,male,179.7,84.2,26.1,overweight,weight_loss,beginner,moderately_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,home_bodyweight
23,female,164.3,80.3,29.7,overweight,weight_loss,intermediate,sedentary,dumbbells,1,False,4,non_vegetarian,upper_lower
29,female,159.1,62.0,24.5,normal,weight_loss,intermediate,very_active,none,1,False,6,vegetarian,home_bodyweight
28,male,180.8,105.5,32.3,obese,weight_loss,intermediate,very_active,"dumbbells,barbell",2,False,2,vegetarian,full_body
38,female,153.3,59.0,25.1,overweight,general_fitness,beginner,moderately_active,"dumbbells,barbell",2,False,4,vegetarian,home_bodyweight
31,female,167.4,69.1,24.7,normal,muscle_gain,intermediate,moderately_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,push_pull_legs
24,female,160.9,64.8,25.0,overweight,general_fitness,intermediate,moderately_active,full_gym,1,True,3,vegetarian,push_pull_legs
24,male,180.8,75.0,22.9,normal,muscle_gain,beginner,lightly_active,full_gym,1,True,4,non_vegetarian,upper_lower
34,female,164.4,70.2,26.0,overweight,weight_loss,intermediate,lightly_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
16,male,168.7,66.6,23.4,normal,weight_loss,intermediate,lightly_active,resistance_bands,1,False,3,vegetarian,home_bodyweight
23,male,175.7,51.2,16.6,underweight,muscle_gain,intermediate,moderately_active,resistance_bands,1,False,5,vegetarian,home_bodyweight
19,male,175.5,70.6,22.9,normal,weight_loss,intermediate,sedentary,none,1,False,5,non_vegetarian,home_bodyweight
40,female,165.6,62.8,22.9,normal,general_fitness,intermediate,very_active,dumbbells,1,False,4,vegan,upper_lower
23,male,189.3,92.4,25.8,overweight,muscle_gain,beginner,very_active,"dumbbells,barbell",2,False,4,non_vegetarian,upper_lower
34,male,161.8,45.2,17.3,underweight,general_fitness,beginner,moderately_active,"dumbbells,barbell",2,False,7,vegetarian,home_bodyweight
38,female,167.9,78.1,27.7,overweight,muscle_gain,beginner,lightly_active,dumbbells,1,False,2,non_vegetarian,full_body
20,female,165.5,55.6,20.3,normal,general_fitness,intermediate,very_active,pull_up_bar,1,False,4,vegan,home_bodyweight
16,male,183.6,100.5,29.8,overweight,weight_loss,intermediate,sedentary,resistance_bands,1,False,6,non_vegetarian,home_bodyweight
16,female,164.6,75.1,27.7,overweight,weight_loss,beginner,moderately_active,"dumbbells,barbell",2,False,3,vegetarian,full_body
25,other,167.3,67.3,24.0,normal,weight_loss,beginner,moderately_active,resistance_bands,1,False,2,non_vegetarian,home_bodyweight
32,female,151.5,69.3,30.2,obese,muscle_gain,beginner,very_active,none,1,False,4,non_vegetarian,home_bodyweight
22,male,170.3,71.4,24.6,normal,weight_loss,beginner,lightly_active,resistance_bands,1,False,2,vegetarian,home_bodyweight
20,male,179.0,60.6,18.9,normal,maintenance,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
47,male,179.5,93.8,29.1,overweight,muscle_gain,intermediate,sedentary,dumbbells,1,False,3,vegetarian,push_pull_legs
36,female,171.3,67.8,23.1,normal,muscle_gain,beginner,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
27,male,165.8,75.5,27.5,overweight,muscle_gain,beginner,lightly_active,none,1,False,6,non_vegetarian,home_bodyweight
36,male,169.8,87.2,30.2,obese,muscle_gain,intermediate,extra_active,"dumbbells,pull_up_bar",2,False,4,non_vegetarian,upper_lower
34,male,178.8,54.3,17.0,underweight,weight_loss,beginner,moderately_active,dumbbells,1,False,3,vegetarian,full_body
27,female,155.8,66.2,27.3,overweight,muscle_gain,intermediate,very_active,"dumbbells,barbell",2,False,6,non_vegetarian,push_pull_legs
29,male,181.8,88.7,26.8,overweight,muscle_gain,beginner,sedentary,none,1,False,5,vegetarian,home_bodyweight
32,male,179.7,52.0,16.1,underweight,muscle_gain,beginner,sedentary,resistance_bands,1,False,7,non_vegetarian,home_bodyweight
16,male,174.7,93.8,30.7,obese,weight_loss,beginner,sedentary,none,1,False,3,vegetarian,home_bodyweight
35,male,176.7,98.5,31.5,obese,muscle_gain,beginner,sedentary,none,1,False,1,vegetarian,home_bodyweight
27,male,179.9,100.0,30.9,obese,general_fitness,beginner,very_active,none,1,False,3,non_vegetarian,home_bodyweight
20,female,162.7,74.8,28.3,overweight,general_fitness,beginner,sedentary,none,1,False,1,non_vegetarian,home_bodyweight
23,male,166.3,80.6,29.1,overweight,maintenance,beginner,sedentary,pull_up_bar,1,False,5,non_vegetarian,home_bodyweight
47,female,168.0,61.5,21.8,normal,general_fitness,intermediate,lightly_active,resistance_bands,1,False,2,non_vegetarian,home_bodyweight
16,male,183.1,114.6,34.2,obese,maintenance,beginner,moderately_active,dumbbells,1,False,3,non_vegetarian,full_body
35,female,157.8,53.8,21.6,normal,muscle_gain,beginner,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
32,female,164.1,57.7,21.4,normal,muscle_gain,advanced,moderately_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,push_pull_legs
17,female,153.3,50.0,21.3,normal,general_fitness,advanced,moderately_active,none,1,False,6,non_vegetarian,home_bodyweight
31,male,182.3,79.7,24.0,normal,muscle_gain,intermediate,very_active,none,1,False,6,non_vegetarian,home_bodyweight
32,female,148.2,41.9,19.1,normal,muscle_gain,intermediate,sedentary,full_gym,1,True,2,vegan,full_body
26,male,163.8,71.2,26.5,overweight,muscle_gain,beginner,lightly_active,full_gym,1,True,5,non_vegetarian,push_pull_legs
39,female,164.4,72.0,26.6,overweight,weight_loss,advanced,lightly_active,none,1,False,2,non_vegetarian,home_bodyweight
23,female,168.9,71.2,25.0,overweight,muscle_gain,intermediate,moderately_active,full_gym,1,True,7,non_vegetarian,home_bodyweight
40,male,174.4,89.6,29.5,overweight,maintenance,advanced,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
27,female,161.1,69.1,26.6,overweight,muscle_gain,intermediate,lightly_active,dumbbells,1,False,3,vegan,push_pull_legs
24,female,164.0,66.9,24.9,normal,maintenance,intermediate,extra_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
19,female,153.8,72.3,30.6,obese,general_fitness,intermediate,very_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,full_body
19,male,172.2,67.9,22.9,normal,muscle_gain,advanced,moderately_active,none,1,False,3,vegetarian,home_bodyweight
19,female,161.0,51.4,19.8,normal,general_fitness,beginner,extra_active,full_gym,1,True,7,non_vegetarian,home_bodyweight
21,male,173.7,73.1,24.2,normal,weight_loss,beginner,very_active,full_gym,1,True,3,vegetarian,full_body
22,male,184.2,90.1,26.6,overweight,general_fitness,beginner,moderately_active,full_gym,1,True,4,non_vegetarian,home_bodyweight
35,other,173.0,68.6,22.9,normal,general_fitness,beginner,lightly_active,none,1,False,6,vegan,home_bodyweight
21,male,182.7,90.4,27.1,overweight,muscle_gain,beginner,sedentary,full_gym,1,True,2,vegetarian,full_body
21,female,169.2,76.8,26.8,overweight,weight_loss,advanced,lightly_active,none,1,False,3,vegetarian,home_bodyweight
25,female,160.3,60.3,23.5,normal,maintenance,intermediate,sedentary,none,1,False,5,vegan,home_bodyweight
25,male,166.9,67.2,24.1,normal,muscle_gain,advanced,lightly_active,"dumbbells,barbell",2,False,3,vegetarian,push_pull_legs
37,male,167.2,68.1,24.4,normal,general_fitness,intermediate,moderately_active,full_gym,1,True,5,vegan,push_pull_legs
28,male,185.8,101.4,29.4,overweight,muscle_gain,beginner,very_active,none,1,False,3,vegetarian,home_bodyweight
41,male,181.7,93.5,28.3,overweight,general_fitness,beginner,moderately_active,dumbbells,1,False,4,vegan,home_bodyweight
25,male,181.7,77.4,23.4,normal,general_fitness,beginner,very_active,none,1,False,4,vegan,home_bodyweight
27,male,178.1,95.6,30.1,obese,weight_loss,intermediate,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
18,male,171.8,85.0,28.8,overweight,weight_loss,beginner,moderately_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,home_bodyweight
28,female,160.6,56.7,22.0,normal,muscle_gain,intermediate,moderately_active,dumbbells,1,False,3,vegetarian,push_pull_legs
32,female,166.2,61.3,22.2,normal,maintenance,beginner,lightly_active,pull_up_bar,1,False,2,non_vegetarian,home_bodyweight
24,female,159.2,49.9,19.7,normal,weight_loss,beginner,very_active,"dumbbells,pull_up_bar",2,False,4,non_vegetarian,home_bodyweight
29,female,154.6,48.6,20.3,normal,muscle_gain,beginner,sedentary,full_gym,1,True,3,vegetarian,push_pull_legs
19,male,182.0,78.3,23.6,normal,maintenance,intermediate,very_active,none,1,False,5,non_vegetarian,home_bodyweight
43,female,169.2,88.7,31.0,obese,muscle_gain,beginner,moderately_active,dumbbells,1,False,4,non_vegetarian,upper_lower
22,male,179.5,64.2,19.9,normal,weight_loss,beginner,sedentary,full_gym,1,True,5,vegan,full_body
39,male,171.3,55.5,18.9,normal,maintenance,intermediate,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
31,male,181.8,85.2,25.8,overweight,maintenance,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
23,other,168.6,74.9,26.3,overweight,weight_loss,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,upper_lower
24,male,164.1,54.6,20.3,normal,weight_loss,beginner,moderately_active,dumbbells,1,False,5,vegetarian,full_body
40,female,155.3,57.8,24.0,normal,weight_loss,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
38,male,171.5,47.0,16.0,underweight,weight_loss,beginner,moderately_active,full_gym,1,True,5,non_vegetarian,full_body
27,male,174.5,57.5,18.9,normal,muscle_gain,beginner,moderately_active,dumbbells,1,False,3,vegetarian,push_pull_legs
42,male,183.6,62.5,18.5,normal,weight_loss,intermediate,moderately_active,pull_up_bar,1,False,6,non_vegetarian,home_bodyweight
16,female,155.3,56.3,23.3,normal,general_fitness,beginner,sedentary,"dumbbells,pull_up_bar",2,False,3,vegetarian,full_body
34,female,167.5,67.7,24.1,normal,weight_loss,intermediate,extra_active,resistance_bands,1,False,3,vegetarian,home_bodyweight
31,female,154.8,93.1,38.9,obese,maintenance,intermediate,sedentary,full_gym,1,True,3,non_vegetarian,push_pull_legs
30,male,191.8,78.0,21.2,normal,maintenance,beginner,sedentary,"dumbbells,barbell",2,False,3,vegan,full_body
16,female,161.7,62.4,23.9,normal,general_fitness,beginner,very_active,none,1,False,4,vegan,home_bodyweight
23,male,170.3,76.5,26.4,overweight,muscle_gain,beginner,lightly_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,upper_lower
21,male,169.1,67.8,23.7,normal,muscle_gain,advanced,lightly_active,full_gym,1,True,4,vegetarian,upper_lower_strength
36,female,173.4,52.4,17.4,underweight,weight_loss,beginner,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
31,other,165.1,76.6,28.1,overweight,general_fitness,beginner,lightly_active,pull_up_bar,1,False,4,vegan,home_bodyweight
28,female,159.7,69.0,27.1,overweight,maintenance,advanced,sedentary,none,1,False,3,non_vegetarian,home_bodyweight
16,female,149.2,63.7,28.6,overweight,general_fitness,intermediate,moderately_active,"dumbbells,barbell",2,False,4,non_vegetarian,upper_lower
20,female,173.8,80.7,26.7,overweight,muscle_gain,intermediate,lightly_active,full_gym,1,True,3,vegetarian,push_pull_legs
16,male,181.7,90.5,27.4,overweight,muscle_gain,beginner,lightly_active,"dumbbells,barbell",2,False,5,non_vegetarian,push_pull_legs
26,female,162.4,54.3,20.6,normal,weight_loss,beginner,sedentary,"dumbbells,resistance_bands",2,False,1,non_vegetarian,full_body
40,male,191.5,121.0,33.0,obese,maintenance,intermediate,moderately_active,full_gym,1,True,4,vegetarian,upper_lower
38,male,185.2,81.5,23.8,normal,muscle_gain,intermediate,moderately_active,resistance_bands,1,False,7,non_vegetarian,home_bodyweight
25,male,179.3,78.0,24.3,normal,weight_loss,intermediate,lightly_active,resistance_bands,1,False,5,vegetarian,home_bodyweight
27,female,156.1,60.0,24.6,normal,general_fitness,intermediate,extra_active,none,1,False,3,non_vegetarian,home_bodyweight
16,male,167.7,55.6,19.8,normal,maintenance,beginner,moderately_active,pull_up_bar,1,False,3,vegan,home_bodyweight
25,female,160.5,60.0,23.3,normal,muscle_gain,beginner,moderately_active,full_gym,1,True,5,vegetarian,push_pull_legs
30,female,164.2,53.6,19.9,normal,general_fitness,advanced,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
17,female,169.8,79.4,27.5,overweight,muscle_gain,beginner,moderately_active,dumbbells,1,False,4,vegetarian,upper_lower
27,female,163.7,61.8,23.1,normal,muscle_gain,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
33,male,188.5,64.9,18.3,underweight,general_fitness,intermediate,lightly_active,"dumbbells,pull_up_bar",2,False,3,vegetarian,push_pull_legs
16,male,178.7,67.7,21.2,normal,maintenance,beginner,sedentary,pull_up_bar,1,False,6,non_vegetarian,home_bodyweight
18,male,175.1,110.5,36.0,obese,maintenance,beginner,very_active,none,1,False,3,vegetarian,home_bodyweight
30,female,166.5,50.3,18.1,underweight,weight_loss,beginner,moderately_active,full_gym,1,True,4,non_vegetarian,home_bodyweight
30,male,176.1,76.4,24.6,normal,general_fitness,beginner,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
31,male,181.3,52.8,16.1,underweight,weight_loss,intermediate,very_active,"dumbbells,barbell",2,False,4,vegetarian,upper_lower
24,male,174.5,78.8,25.9,overweight,general_fitness,intermediate,very_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,full_body
26,male,164.9,52.7,19.4,normal,muscle_gain,intermediate,moderately_active,full_gym,1,True,4,non_vegetarian,upper_lower
